modele,marque,energie,hybride,puiss_admin,p_kw,typ_boite,conso_urbaine,conso_autoroute,conso_mixte,co2,co,nox,part_fine,poids,norme,nb_rapp
TRANSIT,FORD,GO,0,9,103.0,0,8.8,6.7,7.5,197.0,0.461,0.268,0.025,2134,0,6
TRANSIT,FORD,GO,0,9,103.0,0,9.2,6.6,7.5,199.0,0.461,0.268,0.025,2108,0,6
TRANSIT,FORD,GO,0,9,103.0,0,9.4,6.7,7.7,203.0,0.461,0.268,0.025,2108,0,6
TRANSIT,FORD,GO,0,9,103.0,0,9.2,6.6,7.5,199.0,0.461,0.268,0.025,2134,0,6
TRANSIT,FORD,GO,0,9,103.0,0,9.4,6.7,7.7,203.0,0.461,0.268,0.025,2134,0,6
TRANSIT,FORD,GO,0,8,92.0,0,8.1,6.3,7.0,184.0,0.48100000000000004,0.25,0.002,2016,0,6
TRANSIT,FORD,GO,0,8,92.0,0,8.3,6.5,7.2,189.0,0.48100000000000004,0.25,0.002,2016,0,6
TRANSIT,FORD,GO,0,8,92.0,0,8.4,6.6,7.3,192.0,0.48100000000000004,0.25,0.002,2016,0,6
TRANSIT,FORD,GO,0,8,92.0,0,8.5,6.4,7.2,189.0,0.461,0.268,0.003,2057,0,6
TRANSIT,FORD,GO,0,8,92.0,0,8.7,6.6,7.4,194.0,0.461,0.268,0.003,2057,0,6
TRANSIT,FORD,GO,0,8,92.0,0,8.8,6.7,7.5,197.0,0.461,0.268,0.003,2057,0,6
TRANSIT,FORD,GO,0,8,92.0,0,8.1,6.3,7.0,184.0,0.48100000000000004,0.25,0.002,2043,0,6
TRANSIT,FORD,GO,0,8,92.0,0,8.3,6.5,7.2,189.0,0.48100000000000004,0.25,0.002,2043,0,6
TRANSIT,FORD,GO,0,8,92.0,0,8.4,6.6,7.3,192.0,0.48100000000000004,0.25,0.002,2043,0,6
TRANSIT,FORD,GO,0,8,92.0,0,8.7,6.6,7.4,194.0,0.461,0.268,0.003,2083,0,6
TRANSIT,FORD,GO,0,8,92.0,0,8.8,6.7,7.5,197.0,0.461,0.268,0.003,2083,0,6
TRANSIT,FORD,GO,0,8,92.0,0,8.6,6.3,7.2,189.0,0.48100000000000004,0.25,0.002,2016,0,6
TRANSIT,FORD,GO,0,8,92.0,0,8.8,6.5,7.4,194.0,0.48100000000000004,0.25,0.002,2016,0,6
TRANSIT,FORD,GO,0,8,92.0,0,8.9,6.6,7.5,197.0,0.48100000000000004,0.25,0.002,2016,0,6
TRANSIT,FORD,GO,0,8,92.0,0,9.0,6.4,7.4,194.0,0.461,0.268,0.003,2057,0,6
TRANSIT,FORD,GO,0,8,92.0,0,9.2,6.6,7.5,199.0,0.461,0.268,0.003,2057,0,6
TRANSIT,FORD,GO,0,8,92.0,0,9.4,6.7,7.7,203.0,0.461,0.268,0.003,2057,0,6
TRANSIT,FORD,GO,0,8,92.0,0,8.6,6.3,7.2,189.0,0.48100000000000004,0.25,0.002,2043,0,6
TRANSIT,FORD,GO,0,8,92.0,0,8.8,6.5,7.4,194.0,0.48100000000000004,0.25,0.002,2043,0,6
TRANSIT,FORD,GO,0,8,92.0,0,8.9,6.6,7.5,197.0,0.48100000000000004,0.25,0.002,2043,0,6
TRANSIT,FORD,GO,0,8,92.0,0,9.2,6.6,7.5,199.0,0.461,0.268,0.003,2083,0,6
TRANSIT,FORD,GO,0,8,92.0,0,9.4,6.7,7.7,203.0,0.461,0.268,0.003,2083,0,6
TRANSIT,FORD,GO,0,7,74.0,0,8.1,6.3,7.0,184.0,0.48100000000000004,0.25,0.002,2016,0,6
TRANSIT,FORD,GO,0,7,74.0,0,8.3,6.5,7.2,189.0,0.48100000000000004,0.25,0.002,2016,0,6
TRANSIT,FORD,GO,0,7,74.0,0,8.4,6.6,7.3,192.0,0.48100000000000004,0.25,0.002,2016,0,6
TRANSIT,FORD,GO,0,7,74.0,0,8.1,6.3,7.0,184.0,0.48100000000000004,0.25,0.002,2043,0,6
TRANSIT,FORD,GO,0,7,74.0,0,8.3,6.5,7.2,189.0,0.48100000000000004,0.25,0.002,2043,0,6
TRANSIT,FORD,GO,0,7,74.0,0,8.4,6.6,7.3,192.0,0.48100000000000004,0.25,0.002,2043,0,6
TRANSIT,FORD,GO,0,7,74.0,0,8.6,6.3,7.2,189.0,0.48100000000000004,0.25,0.002,2016,0,6
TRANSIT,FORD,GO,0,7,74.0,0,8.8,6.5,7.4,194.0,0.48100000000000004,0.25,0.002,2016,0,6
TRANSIT,FORD,GO,0,7,74.0,0,8.9,6.6,7.5,197.0,0.48100000000000004,0.25,0.002,2016,0,6
TRANSIT,FORD,GO,0,7,74.0,0,8.6,6.3,7.2,189.0,0.48100000000000004,0.25,0.002,2043,0,6
TRANSIT,FORD,GO,0,7,74.0,0,8.8,6.5,7.4,194.0,0.48100000000000004,0.25,0.002,2043,0,6
TRANSIT,FORD,GO,0,7,74.0,0,8.9,6.6,7.5,197.0,0.48100000000000004,0.25,0.002,2043,0,6
TRANSIT,FORD,GO,0,9,103.0,0,8.5,6.4,7.2,189.0,0.461,0.268,0.003,2057,0,6
TRANSIT,FORD,GO,0,9,103.0,0,8.7,6.6,7.4,194.0,0.461,0.268,0.003,2057,0,6
TRANSIT,FORD,GO,0,9,103.0,0,8.8,6.7,7.5,197.0,0.461,0.268,0.003,2057,0,6
TRANSIT,FORD,GO,0,9,103.0,0,8.7,6.6,7.4,194.0,0.461,0.268,0.003,2083,0,6
TRANSIT,FORD,GO,0,9,103.0,0,8.8,6.7,7.5,197.0,0.461,0.268,0.003,2083,0,6
TRANSIT,FORD,GO,0,9,103.0,0,9.0,6.4,7.4,194.0,0.461,0.268,0.003,2057,0,6
TRANSIT,FORD,GO,0,9,103.0,0,9.2,6.6,7.5,199.0,0.461,0.268,0.003,2057,0,6
TRANSIT,FORD,GO,0,9,103.0,0,9.4,6.7,7.7,203.0,0.461,0.268,0.003,2057,0,6
TRANSIT,FORD,GO,0,8,92.0,0,8.7,6.6,7.4,194.0,0.461,0.268,0.003,2110,0,6
TRANSIT,FORD,GO,0,8,92.0,0,8.8,6.7,7.5,197.0,0.461,0.268,0.003,2110,0,6
TRANSIT,FORD,GO,0,8,92.0,0,8.7,6.6,7.4,194.0,0.461,0.268,0.003,2138,0,6
TRANSIT,FORD,GO,0,8,92.0,0,8.8,6.7,7.5,197.0,0.461,0.268,0.003,2138,0,6
TRANSIT,FORD,GO,0,8,92.0,0,9.2,6.6,7.5,199.0,0.461,0.268,0.003,2110,0,6
TRANSIT,FORD,GO,0,8,92.0,0,9.4,6.7,7.7,203.0,0.461,0.268,0.003,2110,0,6
TRANSIT,FORD,GO,0,8,92.0,0,9.2,6.6,7.5,199.0,0.461,0.268,0.003,2138,0,6
TRANSIT,FORD,GO,0,8,92.0,0,9.4,6.7,7.7,203.0,0.461,0.268,0.003,2138,0,6
TRANSIT,FORD,GO,0,9,103.0,0,8.7,6.6,7.4,194.0,0.461,0.268,0.003,2110,0,6
TRANSIT,FORD,GO,0,9,103.0,0,8.8,6.7,7.5,197.0,0.461,0.268,0.003,2110,0,6
TRANSIT,FORD,GO,0,9,103.0,0,8.7,6.6,7.4,194.0,0.461,0.268,0.003,2138,0,6
TRANSIT,FORD,GO,0,9,103.0,0,8.8,6.7,7.5,197.0,0.461,0.268,0.003,2138,0,6
TRANSIT,FORD,GO,0,9,103.0,0,9.2,6.6,7.5,199.0,0.461,0.268,0.003,2110,0,6
TRANSIT,FORD,GO,0,9,103.0,0,9.4,6.7,7.7,203.0,0.461,0.268,0.003,2110,0,6
TRANSIT,FORD,GO,0,9,103.0,0,9.2,6.6,7.5,199.0,0.461,0.268,0.003,2138,0,6
TRANSIT,FORD,GO,0,9,103.0,0,9.4,6.7,7.7,203.0,0.461,0.268,0.003,2138,0,6
ACCORD,HONDA,GO,0,8,110.0,0,6.8,4.4,5.3,138.0,0.22899999999999998,0.142,0.001,1612,0,6
ACCORD,HONDA,GO,0,9,110.0,1,8.2,5.1,6.2,162.0,0.08800000000000001,0.15,0.0,1685,0,5
ACCORD,HONDA,GO,0,10,132.0,0,7.1,4.8,5.6,147.0,0.295,0.138,0.001,1645,0,6
ACCORD,HONDA,GO,0,10,132.0,0,7.1,4.8,5.6,147.0,0.312,0.14400000000000002,0.001,1645,0,6
ACCORD,HONDA,GO,0,8,110.0,0,6.9,4.5,5.4,141.0,0.215,0.14400000000000002,0.001,1612,0,6
ACCORD,HONDA,GO,0,9,110.0,1,8.1,5.0,6.1,159.0,0.09699999999999999,0.149,0.001,1685,0,5
ACCORD,HONDA,GO,0,8,110.0,0,6.9,4.6,5.5,143.0,0.275,0.145,0.001,1668,0,6
ACCORD,HONDA,GO,0,9,110.0,1,8.3,5.3,6.4,167.0,0.113,0.157,0.001,1743,0,5
ACCORD,HONDA,GO,0,10,132.0,0,7.2,4.9,5.7,149.0,0.259,0.146,0.0,1699,0,6
ACCORD,HONDA,GO,0,10,132.0,0,7.2,4.9,5.7,150.0,0.252,0.14400000000000002,0.002,1699,0,6
ACCORD,HONDA,GO,0,9,110.0,1,8.2,5.2,6.3,164.0,0.109,0.14300000000000002,0.001,1743,0,5
CIVIC,HONDA,GO,0,7,110.0,0,5.1,3.7,4.2,110.0,0.311,0.14300000000000002,0.0,1438,0,6
CIVIC,HONDA,GO,0,8,110.0,0,5.2,3.9,4.4,115.0,0.24100000000000002,0.149,0.0,1438,0,6
CR-V,HONDA,GO,0,9,110.0,0,8.0,5.6,6.5,171.0,0.209,0.154,0.001,1722,0,6
CR-V,HONDA,GO,0,9,110.0,1,9.5,6.2,7.4,195.0,0.142,0.136,0.001,1782,0,5
CR-V,HONDA,GO,0,8,110.0,0,6.5,5.1,5.6,149.0,0.14800000000000002,0.125,0.0,1723,0,6
CR-V,HONDA,GO,0,8,110.0,0,6.7,5.3,5.8,154.0,0.136,0.13,0.0,1723,0,6
CR-V,HONDA,GO,0,9,110.0,1,8.0,5.7,6.6,174.0,0.07400000000000001,0.114,0.0,1782,0,5
CR-V,HONDA,GO,0,9,110.0,1,8.2,6.0,6.8,180.0,0.057999999999999996,0.11900000000000001,0.0,1782,0,5
I 20,HYUNDAI,GO,0,4,55.0,0,4.6,3.4,3.8,99.0,0.297,0.135,0.0,1155,0,6
I 20,HYUNDAI,GO,0,4,55.0,0,3.6,3.0,3.2,84.0,0.297,0.135,0.0,1155,0,6
I 20,HYUNDAI,GO,0,5,66.0,0,4.9,3.6,4.1,106.0,0.304,0.131,0.002,1190,0,6
I 30,HYUNDAI,GO,0,6,94.0,0,5.2,3.8,4.3,114.0,0.129,0.142,0.001,1365,0,6
I 30,HYUNDAI,GO,0,6,81.0,0,5.2,3.8,4.3,114.0,0.129,0.142,0.001,1365,0,6
I 30,HYUNDAI,GO,0,5,66.0,0,4.7,3.6,4.0,105.0,0.055,0.145,0.001,1355,0,6
I 30,HYUNDAI,GO,0,7,94.0,1,7.2,4.5,5.5,145.0,0.091,0.141,0.001,1385,0,6
I 30,HYUNDAI,GO,0,5,81.0,0,4.1,3.5,3.7,97.0,0.129,0.142,0.001,1365,0,6
I 30,HYUNDAI,GO,0,5,81.0,0,4.2,3.6,3.8,100.0,0.129,0.142,0.001,1365,0,6
I 30,HYUNDAI,GO,0,7,94.0,1,7.5,4.6,5.6,149.0,0.091,0.141,0.001,1423,0,6
I 30,HYUNDAI,GO,0,7,94.0,0,5.3,4.0,4.5,117.0,0.129,0.142,0.001,1401,0,6
I 30,HYUNDAI,GO,0,6,81.0,0,5.1,3.9,4.3,113.0,0.129,0.142,0.001,1401,0,6
I 30,HYUNDAI,GO,0,6,81.0,0,5.3,4.0,4.5,117.0,0.129,0.142,0.001,1401,0,6
I40,HYUNDAI,GO,0,8,100.0,1,7.2,4.8,5.6,149.0,0.111,0.14800000000000002,0.0,1576,0,6
I40,HYUNDAI,GO,0,7,100.0,0,5.9,4.6,5.1,134.0,0.28,0.13,0.0,1557,0,6
I40,HYUNDAI,GO,0,6,85.0,0,5.5,4.2,4.6,122.0,0.35600000000000004,0.157,0.001,1548,0,6
I40,HYUNDAI,GO,0,6,85.0,0,5.3,3.7,4.3,113.0,0.35600000000000004,0.157,0.001,1548,0,6
I40,HYUNDAI,ES,0,8,99.0,0,8.0,5.4,6.4,149.0,0.34700000000000003,0.013999999999999999,0.001,1447,0,6
I40,HYUNDAI,GO,0,8,100.0,1,7.2,4.8,5.6,149.0,0.111,0.14800000000000002,0.0,1589,0,6
I40,HYUNDAI,GO,0,7,100.0,0,5.9,4.6,5.1,134.0,0.28,0.13,0.0,1570,0,6
I40,HYUNDAI,GO,0,6,85.0,0,5.5,4.2,4.6,122.0,0.35600000000000004,0.157,0.001,1560,0,6
I40,HYUNDAI,GO,0,6,85.0,0,5.3,3.7,4.3,113.0,0.35600000000000004,0.157,0.001,1560,0,6
I40,HYUNDAI,ES,0,8,99.0,0,8.0,5.4,6.4,149.0,0.34700000000000003,0.013999999999999999,0.001,1470,0,6
IX20,HYUNDAI,GO,0,5,66.0,0,5.0,4.2,4.5,119.0,0.335,0.141,0.001,1345,0,6
IX20,HYUNDAI,GO,0,4,57.0,0,4.7,4.2,4.3,114.0,0.135,0.146,0.001,1345,0,6
IX20,HYUNDAI,GO,0,6,85.0,0,5.7,4.2,4.7,125.0,0.16699999999999998,0.147,0.001,1356,0,6
IX20,HYUNDAI,GO,0,6,85.0,0,5.1,4.0,4.4,117.0,0.16699999999999998,0.147,0.001,1356,0,6
IX 35,HYUNDAI,GO,0,11,135.0,1,9.1,6.0,7.1,187.0,0.27899999999999997,0.133,0.002,1676,0,6
IX 35,HYUNDAI,GO,0,8,100.0,0,6.8,5.1,5.7,149.0,0.172,0.14800000000000002,0.001,1600,0,6
IX 35,HYUNDAI,GO,0,6,85.0,0,6.3,4.8,5.3,139.0,0.115,0.125,0.001,1490,0,6
IX 35,HYUNDAI,ES,0,8,99.0,0,7.5,5.8,6.4,149.0,0.626,0.022000000000000002,0.001,1380,0,6
IX 35,HYUNDAI,GO,0,6,85.0,0,6.0,4.8,5.2,135.0,0.226,0.131,0.0,1490,0,6
SANTA FE,HYUNDAI,GO,0,11,145.0,0,7.1,4.7,5.6,147.0,0.175,0.153,0.0,1777,0,6
SANTA FE,HYUNDAI,GO,0,12,145.0,1,8.9,5.5,6.8,178.0,0.185,0.126,0.0,1882,0,6
SANTA FE,HYUNDAI,GO,0,11,145.0,0,7.3,4.7,5.7,149.0,0.175,0.153,0.0,1843,0,6
SANTA FE,HYUNDAI,GO,0,11,145.0,0,7.5,5.2,6.1,159.0,0.175,0.153,0.0,1843,0,6
SANTA FE,HYUNDAI,GO,0,12,145.0,1,8.8,5.4,6.7,175.0,0.185,0.126,0.0,1915,0,6
VELOSTER,HYUNDAI,ES,0,8,103.0,1,7.7,5.2,6.2,142.0,0.48200000000000004,0.01,0.002,1295,0,6
VELOSTER,HYUNDAI,ES,0,8,103.0,0,7.8,5.1,6.2,142.0,0.527,0.021,0.001,1260,0,6
VELOSTER,HYUNDAI,ES,0,11,137.0,0,9.3,5.5,6.9,157.0,0.39399999999999996,0.005,0.001,1330,0,6
EX30D,INFINITI,GO,0,16,175.0,1,10.8,7.2,8.5,224.0,0.237,0.177,0.001,1955,0,7
FX30D,INFINITI,GO,0,16,175.0,1,10.8,7.3,8.6,225.0,0.40700000000000003,0.138,0.0,2075,0,7
FX30D,INFINITI,GO,0,16,175.0,1,10.8,7.3,8.6,225.0,0.40700000000000003,0.138,0.0,2175,0,7
M,INFINITI,GO,0,15,175.0,1,10.3,5.9,7.5,199.0,0.348,0.16399999999999998,0.001,1845,0,7
M,INFINITI,GO,0,15,175.0,1,10.3,5.9,7.5,199.0,0.348,0.16399999999999998,0.001,1935,0,7
F-TYPE,JAGUAR,ES,0,24,250.0,1,14.8,7.2,10.0,234.0,0.22399999999999998,0.013000000000000001,0.001,1667,0,8
F-TYPE,JAGUAR,ES,0,23,250.0,1,12.6,6.9,9.0,209.0,0.22399999999999998,0.013000000000000001,0.001,1667,0,8
F-TYPE,JAGUAR,ES,0,27,280.0,1,12.8,7.0,9.1,213.0,0.22399999999999998,0.013000000000000001,0.001,1667,0,8
F-TYPE,JAGUAR,ES,0,40,364.0,1,15.9,8.3,11.1,259.0,0.32,0.018000000000000002,0.001,1735,0,8
XF,JAGUAR,ES,0,42,375.0,1,16.9,8.6,11.6,270.0,0.397,0.011000000000000001,0.002,1945,0,8
XF,JAGUAR,ES,0,47,405.0,1,18.7,8.5,12.2,283.0,0.397,0.011000000000000001,0.002,1945,0,8
XF,JAGUAR,ES,0,47,405.0,1,16.9,8.6,11.6,270.0,0.397,0.011000000000000001,0.002,1945,0,8
XF,JAGUAR,GO,0,17,202.0,1,7.5,5.0,6.0,159.0,0.353,0.141,0.001,1839,0,8
XF,JAGUAR,GO,0,14,177.0,1,7.5,5.0,6.0,159.0,0.353,0.141,0.001,1839,0,8
XF,JAGUAR,GO,0,9,120.0,1,6.1,4.5,5.1,135.0,0.12,0.154,0.002,1804,0,8
XF,JAGUAR,GO,0,11,147.0,1,6.1,4.5,5.1,135.0,0.12,0.154,0.002,1804,0,8
XF,JAGUAR,GO,0,9,120.0,1,6.2,4.7,5.2,139.0,0.12,0.154,0.002,1804,0,8
XF,JAGUAR,GO,0,11,147.0,1,6.2,4.7,5.2,139.0,0.12,0.154,0.002,1804,0,8
XF,JAGUAR,ES,0,15,177.0,1,13.4,6.2,8.9,207.0,0.257,0.013000000000000001,0.002,1730,0,8
XF,JAGUAR,ES,0,24,250.0,1,13.9,7.0,9.6,224.0,0.20600000000000002,0.01,0.001,1840,0,8
XF,JAGUAR,ES,0,24,250.0,1,14.2,7.2,9.8,229.0,0.264,0.009000000000000001,0.001,1948,0,8
XF SPORTBRAKE,JAGUAR,GO,0,9,120.0,1,6.1,4.5,5.1,135.0,0.12,0.154,0.002,1844,0,8
XF SPORTBRAKE,JAGUAR,GO,0,11,147.0,1,6.1,4.5,5.1,135.0,0.12,0.154,0.002,1844,0,8
XF SPORTBRAKE,JAGUAR,GO,0,9,120.0,1,6.2,4.7,5.2,139.0,0.12,0.154,0.002,1844,0,8
XF SPORTBRAKE,JAGUAR,GO,0,11,147.0,1,6.2,4.7,5.2,139.0,0.12,0.154,0.002,1844,0,8
XF SPORTBRAKE,JAGUAR,GO,0,17,202.0,1,7.5,5.2,6.1,163.0,0.353,0.141,0.001,1940,0,8
XF SPORTBRAKE,JAGUAR,GO,0,14,177.0,1,7.5,5.2,6.1,163.0,0.353,0.141,0.001,1940,0,8
XJ,JAGUAR,ES,0,42,375.0,1,16.9,8.6,11.6,270.0,0.409,0.008,0.002,1949,0,8
XJ,JAGUAR,ES,0,42,375.0,1,16.9,8.6,11.6,270.0,0.409,0.008,0.002,1939,0,8
XJ,JAGUAR,GO,0,17,202.0,1,7.7,5.6,6.3,167.0,0.353,0.141,0.001,1893,0,8
XJ,JAGUAR,GO,0,17,202.0,1,7.1,5.5,6.1,159.0,0.353,0.141,0.001,1843,0,8
XJ,JAGUAR,ES,0,24,250.0,1,13.5,7.4,9.6,224.0,0.20199999999999999,0.011000000000000001,0.002,1824,0,8
XJ,JAGUAR,ES,0,24,250.0,1,13.5,7.4,9.6,224.0,0.20199999999999999,0.011000000000000001,0.002,1834,0,8
XJ,JAGUAR,ES,0,24,250.0,1,14.4,7.8,9.9,234.0,0.264,0.009000000000000001,0.001,1940,0,8
XJ,JAGUAR,ES,0,24,250.0,1,14.4,7.8,9.9,234.0,0.264,0.009000000000000001,0.001,1953,0,8
XKR CONVERTIBLE,JAGUAR,ES,0,42,375.0,1,18.9,8.6,12.3,292.0,0.768,0.022000000000000002,0.001,1839,0,6
XKR-S CONVERTIBLE,JAGUAR,ES,0,47,405.0,1,18.9,8.6,12.3,292.0,0.768,0.022000000000000002,0.001,1839,0,6
XKR COUPE,JAGUAR,ES,0,42,375.0,1,18.9,8.6,12.3,292.0,0.768,0.022000000000000002,0.001,1824,0,6
XKR-S COUPE,JAGUAR,ES,0,47,405.0,1,18.9,8.6,12.3,292.0,0.768,0.022000000000000002,0.001,1824,0,6
XK CONVERTIBLE,JAGUAR,ES,0,29,283.0,1,17.1,8.0,11.2,264.0,0.4,0.019,0.001,1734,0,6
XK COUPE,JAGUAR,ES,0,29,283.0,1,17.1,8.0,11.2,264.0,0.4,0.019,0.001,1719,0,6
DISCOVERY,JAGUAR LAND ROVER LIMITED,ES,0,29,276.0,1,19.8,10.7,14.1,328.0,0.145,0.032,0.002,2564,0,6
DISCOVERY,JAGUAR LAND ROVER LIMITED,GO,0,14,155.0,1,9.7,7.8,8.5,224.0,0.303,0.161,0.001,2575,0,8
DISCOVERY,JAGUAR LAND ROVER LIMITED,GO,0,17,188.0,1,9.8,8.1,8.8,230.0,0.386,0.16,0.001,2575,0,8
FREELANDER,JAGUAR LAND ROVER LIMITED,GO,0,9,110.0,0,7.4,5.6,6.2,165.0,0.12,0.15,0.001,1835,0,6
FREELANDER,JAGUAR LAND ROVER LIMITED,GO,0,9,110.0,1,8.7,5.8,7.0,185.0,0.06,0.132,0.001,1845,0,6
FREELANDER,JAGUAR LAND ROVER LIMITED,GO,0,9,110.0,0,7.1,5.4,6.0,158.0,0.146,0.14400000000000002,0.001,1765,0,6
FREELANDER,JAGUAR LAND ROVER LIMITED,GO,0,12,140.0,1,8.7,5.8,7.0,185.0,0.06,0.132,0.001,1845,0,6
FREELANDER,JAGUAR LAND ROVER LIMITED,ES,0,16,177.0,1,13.5,7.5,9.6,224.0,0.45299999999999996,0.008,0.002,1815,0,6
RANGE ROVER,JAGUAR LAND ROVER LIMITED,ES,0,43,375.0,1,20.6,9.9,13.8,322.0,0.303,0.016,0.002,2397,0,8
RANGE ROVER,JAGUAR LAND ROVER LIMITED,ES,0,43,375.0,1,20.6,9.9,13.8,322.0,0.303,0.016,0.002,2437,0,8
RANGE ROVER,JAGUAR LAND ROVER LIMITED,GO,0,16,190.0,1,8.5,7.0,7.5,196.0,0.34299999999999997,0.156,0.0,2227,0,8
RANGE ROVER,JAGUAR LAND ROVER LIMITED,GO,0,16,190.0,1,8.5,7.0,7.5,196.0,0.34299999999999997,0.156,0.0,2366,0,8
RANGE ROVER,JAGUAR LAND ROVER LIMITED,GO,0,24,250.0,1,11.5,7.6,8.7,229.0,0.33399999999999996,0.14400000000000002,0.001,2426,0,8
RANGE ROVER,JAGUAR LAND ROVER LIMITED,GO,0,24,250.0,1,11.5,7.6,8.7,229.0,0.33399999999999996,0.14400000000000002,0.001,2522,0,8
RANGE ROVER EVOQUE,JAGUAR LAND ROVER LIMITED,GO,0,8,110.0,0,6.7,5.2,5.7,149.0,0.146,0.128,0.001,1705,0,6
RANGE ROVER EVOQUE,JAGUAR LAND ROVER LIMITED,GO,0,9,110.0,1,7.8,5.7,6.4,169.0,0.075,0.134,0.002,1720,0,6
RANGE ROVER EVOQUE,JAGUAR LAND ROVER LIMITED,GO,0,8,110.0,0,5.9,4.5,4.9,129.0,0.28,0.128,0.001,1615,0,6
RANGE ROVER EVOQUE,JAGUAR LAND ROVER LIMITED,GO,0,11,140.0,0,6.7,5.2,5.7,149.0,0.146,0.128,0.001,1705,0,6
RANGE ROVER EVOQUE,JAGUAR LAND ROVER LIMITED,GO,0,11,140.0,1,7.8,5.7,6.4,169.0,0.075,0.134,0.002,1720,0,6
RANGE ROVER EVOQUE,JAGUAR LAND ROVER LIMITED,ES,0,15,177.0,1,11.9,6.9,8.7,199.0,0.353,0.025,0.001,1690,0,6
RANGE ROVER EVOQUE,JAGUAR LAND ROVER LIMITED,GO,0,8,110.0,0,6.7,5.2,5.7,149.0,0.146,0.128,0.001,1735,0,6
RANGE ROVER EVOQUE,JAGUAR LAND ROVER LIMITED,GO,0,9,110.0,1,7.9,5.7,6.5,174.0,0.096,0.122,0.002,1750,0,6
RANGE ROVER EVOQUE,JAGUAR LAND ROVER LIMITED,GO,0,8,110.0,0,6.0,4.5,5.0,133.0,0.28,0.128,0.001,1645,0,6
RANGE ROVER EVOQUE,JAGUAR LAND ROVER LIMITED,GO,0,11,140.0,0,6.7,5.2,5.7,149.0,0.146,0.128,0.001,1735,0,6
RANGE ROVER EVOQUE,JAGUAR LAND ROVER LIMITED,GO,0,11,140.0,1,7.9,5.7,6.5,174.0,0.096,0.122,0.002,1750,0,6
RANGE ROVER EVOQUE,JAGUAR LAND ROVER LIMITED,ES,0,15,177.0,1,11.9,6.9,8.7,199.0,0.353,0.025,0.001,1720,0,6
RANGE ROVER SPORT,JAGUAR LAND ROVER LIMITED,ES,0,43,375.0,1,18.3,9.7,12.8,298.0,0.303,0.016,0.002,2402,0,8
RANGE ROVER SPORT,JAGUAR LAND ROVER LIMITED,ES,0,43,375.0,1,18.3,9.7,12.8,298.0,0.303,0.016,0.002,2448,0,8
RANGE ROVER SPORT,JAGUAR LAND ROVER LIMITED,ES,0,24,250.0,1,14.0,8.8,10.7,249.0,0.203,0.011000000000000001,0.002,2214,0,8
RANGE ROVER SPORT,JAGUAR LAND ROVER LIMITED,ES,0,24,250.0,1,14.0,8.8,10.7,249.0,0.203,0.011000000000000001,0.002,2281,0,8
RANGE ROVER SPORT,JAGUAR LAND ROVER LIMITED,GO,0,16,190.0,1,8.3,6.7,7.3,194.0,0.18100000000000002,0.175,0.0,2183,0,8
RANGE ROVER SPORT,JAGUAR LAND ROVER LIMITED,GO,0,16,190.0,1,8.3,6.7,7.3,194.0,0.18100000000000002,0.175,0.0,2249,0,8
RANGE ROVER SPORT,JAGUAR LAND ROVER LIMITED,GO,0,19,215.0,1,8.7,6.8,7.5,199.0,0.18100000000000002,0.175,0.0,2183,0,8
RANGE ROVER SPORT,JAGUAR LAND ROVER LIMITED,GO,0,19,215.0,1,8.7,6.8,7.5,199.0,0.18100000000000002,0.175,0.0,2249,0,8
COMPASS,JEEP,GO,0,10,120.0,0,7.9,5.9,6.6,172.0,0.252,0.13699999999999998,0.0,1680,0,6
COMPASS,JEEP,GO,0,8,100.0,0,7.9,5.9,6.6,172.0,0.252,0.13699999999999998,0.0,1680,0,6
COMPASS,JEEP,GO,0,10,120.0,0,7.9,5.9,6.6,172.0,0.272,0.121,0.0,1680,0,6
COMPASS,JEEP,GO,0,8,100.0,0,7.9,5.9,6.6,172.0,0.272,0.121,0.0,1680,0,6
COMPASS,JEEP,GO,0,8,100.0,0,7.4,5.4,6.1,161.0,0.252,0.13699999999999998,0.0,1634,0,6
COMPASS,JEEP,GO,0,8,100.0,0,7.4,5.4,6.1,161.0,0.272,0.121,0.0,1634,0,6
COMPASS,JEEP,GO,0,8,100.0,0,7.4,5.4,6.1,161.0,0.272,0.121,0.0,1609,0,6
GRAND CHEROKEE,JEEP,GO,0,16,177.0,1,10.3,7.2,8.3,218.0,0.341,0.16399999999999998,0.001,2347,0,5
GRAND CHEROKEE,JEEP,GO,0,12,140.0,1,10.3,7.2,8.3,218.0,0.341,0.16399999999999998,0.001,2347,0,5
GRAND CHEROKEE,JEEP,GO,0,16,177.0,1,10.3,7.2,8.3,218.0,0.27399999999999997,0.177,0.0,2347,0,5
GRAND CHEROKEE,JEEP,GO,0,12,140.0,1,10.3,7.2,8.3,218.0,0.27399999999999997,0.177,0.0,2347,0,5
GRAND CHEROKEE,JEEP,GO,0,16,184.0,1,9.3,6.5,7.5,198.0,0.32899999999999996,0.152,0.001,2403,0,8
WRANGLER,JEEP,GO,0,12,147.0,0,8.3,6.5,7.1,187.0,0.109,0.135,0.0,1945,0,6
WRANGLER,JEEP,GO,0,13,147.0,0,9.3,7.2,8.0,209.0,0.109,0.135,0.0,1945,0,6
WRANGLER,JEEP,GO,0,12,147.0,0,8.3,6.5,7.1,187.0,0.1,0.165,0.0,1945,0,6
